Series Code,Series Name,Country Code,Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
I51,"Full-time equivalent telecommunication employees, total ",STP,Sao Tome and Principe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,166,..,203,198,..,..,208,217,235,207,190,180,181,166,146,153,134,128,122,108,97,95,93,89,87,86,81,77,78,82,87,88,..,..
I51,"Full-time equivalent telecommunication employees, total ",SAU,Saudi Arabia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7600,8500,11800,12900,14800,17100,17128,15105,15971,21450,21067,18990,20429,20603,20403,20605,20435,20760,20503,19231,19964,22063,20977,22973,23483,21349,21243,20314,22479,25298,25175,24789,24261,23406,23721,23745,23721,22019
I51,"Full-time equivalent telecommunication employees, total ",SEN,Senegal,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1433,1545,1995,1988,1953,1942,1929,1927,1913,1927,1910,1894,1845,1467,1346,1354,1400,1406,1557,1586,1647,1761,1815,1920,2098,1804,2187,2341,2339,2389,2911,3060
I51,"Full-time equivalent telecommunication employees, total ",SRB,Serbia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12253,..,12054,14542,14576,14744,15050,13688,12183,13689,14048
I51,"Full-time equivalent telecommunication employees, total ",SYC,Seychelles,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,212,200,218,220,..,219,237,..,305,275,312,293,312,317,315,323,331,355,370,356,..,..,..,..,..,..,..,..,..,391,383,412,394
I51,"Full-time equivalent telecommunication employees, total ",SLE,Sierra Leone,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1398,..,..,..,..,..,858,850,865,880,912,915,920,936,958,969,969,952,972,963,985,1191,..,..,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",SGP,Singapore,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7242,8258,8969,9448,9842,10284,12090,11698,12922,12920,12751,12497,12100,11620,10964,10157,7595,7379,7253,6844,6379,7900,8300,8800,8448,8034,8804,..,..,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",SVK,Slovak Republic,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10583,12822,14765,15683,15653,15633,15822,15871,16864,15883,15442,14653,12621,11552,10878,10265,10247,9651,9949,10089,10212,9552,8949,8634,8452
I51,"Full-time equivalent telecommunication employees, total ",SVN,Slovenia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2255,2392,3215,3134,3147,3161,3393,3600,3701,4104,4454,2697,2172,4635,4699,4742,4759,5073,5498,5459,5530,5740,5670
I51,"Full-time equivalent telecommunication employees, total ",SLB,Solomon Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150,155,158,161,177,..,277,261,265,248,262,267,276,278,277,272,254,151,151,..,..,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",SOM,Somalia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1200,1200,1300,..,..,1503,2485,..,..,1500,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",ZAF,South Africa,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77000,83577,88807,92412,94402,95761,97932,95531,95387,67667,66210,61991,61255,59896,57501,57496,56893,61237,55480,50421,45870,41590,38492,35416,33775,..,..,..,..,..,..,..,34483,34964
I51,"Full-time equivalent telecommunication employees, total ",SSD,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,329,548,609,..,..
I51,"Full-time equivalent telecommunication employees, total ",ESP,Spain,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65820,65900,66970,68620,68840,70610,70960,71170,71461,71199,72086,63021,63311,66062,71155,75350,75499,74437,74340,72207,69570,67216,64049,71117,64457,64794,94394,89605,85169,88005,88519,88766,85018,81705,80117,77839,74824,68174,64606,60224
I51,"Full-time equivalent telecommunication employees, total ",LKA,Sri Lanka,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8900,9625,9549,9239,9587,9212,8656,8624,9020,9587,9197,7141,7572,7466,7500,8150,10340,10420,10686,11165,11884,11446,8259,8151,10260,11102,13425,14206,15805,14488,13741,12982,12500,12682,..
I51,"Full-time equivalent telecommunication employees, total ",VCT,St. Vincent and the Grenadines,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,205,214,212,210,209,189,181,166,165,220,161,121,..,..,159,158,206,188,181,..,183,162,133
I51,"Full-time equivalent telecommunication employees, total ",SDN,Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5780,6890,7670,7790,8420,8700,8650,..,..,..,8619,..,8600,8619,8650,8678,2100,2500,2635,2468,2488,2657,2804,3021,3837,3006,2974,3840,..,5500,5700,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",SUR,Suriname,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,963,..,1029,1062,1074,1108,1093,1215,1231,1350,1262,1268,1131,1218,1209,1203,1175,1125,1071,1047,1025,1029,1019,1029,988,..,..,..,..,1001,983,968,983,..
I51,"Full-time equivalent telecommunication employees, total ",SWZ,Swaziland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27,299,..,330,330,330,344,471,471,472,398,477,467,456,432,432,490,451,457,450,475,465,493,471,..,424,432,360,515,733,819,890,941,..,..
I51,"Full-time equivalent telecommunication employees, total ",SWE,Sweden,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38000,39000,40000,39000,40000,40000,40030,39970,39520,40231,41855,43367,43234,44162,43535,44254,42399,39540,34312,32807,32825,32697,30786,28420,28749,28722,25885,21620,20087,18914,19070,19057,17534,17816,19173,..,..,..,..,17456
I51,"Full-time equivalent telecommunication employees, total ",CHE,Switzerland,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16200,16000,15846,15969,16140,16323,16781,17292,17656,18019,18326,18733,18159,18920,19715,20170,20705,20857,20521,19543,20219,21951,22170,23276,24150,24158,24772,23568,22446,21900,22338,22603,23172.9,22636.5,23104.68,23094.2,23802.1,23770.6,24252,25500
I51,"Full-time equivalent telecommunication employees, total ",SYR,Syria,..,..,..,..,..,..,..,..,..,..,5083,..,..,..,..,7093,6101,6954,7674,8718,9412,10747,11294,11476,11653,12742,12692,12633,12913,13131,13411,13654,14072,15670,16665,17202,17747,18703,19664,20419,21193,21688,21986,22417,22661,23119,23553,23668,..,..,26628,26612,25877,26899,27154
I51,"Full-time equivalent telecommunication employees, total ",MKD,T.F.Y.R. Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1800,1900,2148,3104,3170,3371,3415,3470,3672,3707,3776,..,..,..,..,1792,..,..,7245,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",TWN,"Taiwan, China",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27184,27539,27212,29500,29509,29796,29745,29599,35340,36679,36589,36196,36009,35788,35875,35000,34557,38863,41739,43377,41028,38102,38257,39116,38150,41617,39197,38844,38729,37929,39577,40130,40004,40261
I51,"Full-time equivalent telecommunication employees, total ",TJK,Tajikistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5500,6300,5200,5400,5300,4926,4918,4859,5040,4916,4986,4996,5119,5000,4800,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",TZA,Tanzania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3061,3131,3916,3940,4004,4122,5819,5872,4907,4860,4860,4707,4907,4847,4671,4775,4798,4719,4575,3717,3650,3571,3514,..,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",THA,Thailand,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10898,11228,12123,13257,15415,16926,17399,17746,17956,18243,18788,24840,..,..,23606,26131,26248,26318,26017,25355,24483,22842,21645,27185,26897,20638,19752,30664,..,..,..,22479,22270,27538,24959
I51,"Full-time equivalent telecommunication employees, total ",TLS,Timor-Leste,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84,85,90,113,125,143,202,..,..,..,..,956
I51,"Full-time equivalent telecommunication employees, total ",TGO,Togo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,421,409,620,612,598,613,882,882,562,572,581,621,626,583,596,604,718,849,895,893,888,860,850,856,930,1081,1084,1078,1082,1099,1150,1244,1218,..,..,1389,1447,1482,..,1454
I51,"Full-time equivalent telecommunication employees, total ",TON,Tonga,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,184,..,169,180,..,..,..,..,..,247,282,300,264,261,262,262,265,265,260,280,300,294,..,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",TTO,Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2700,2740,2856,2800,..,..,2499,2325,..,2957,2963,2842,2775,2813,2735,2744,2761,2832,2778,3041,3128,..,..,..,..,..,..,3602,..,1175,1245,1335,1583,1819
I51,"Full-time equivalent telecommunication employees, total ",TUN,Tunisia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2600,3086,3596,3196,3565,3238,3435,3754,3927,3931,5373,6272,5656,6138,5500,5500,6644,7500,6314,6432,5800,5975,6221,6421,6567,7011,7400,7703,8610,8844,9373,9400,9460,9800,9800,10957,10936,10795,10971,11057
I51,"Full-time equivalent telecommunication employees, total ",TUR,Turkey,..,..,..,..,..,22361,..,..,..,..,36317,..,..,..,..,52344,..,..,..,..,64082,63018,65369,70445,72590,72553,76508,83199,85970,89209,90085,90783,88148,93897,90687,74987,73933,73177,72845,72463,72412,75576,68267,66059,60981,60631,50100,46500,38850,35585,37677,36565,37021,34548,34386
I51,"Full-time equivalent telecommunication employees, total ",TKM,Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5428,5500,6166,6500,6800,7800,8200,7800,7521,7420,7412,7514,..,..,5580,7000,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",TUV,Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,25,25,25,22,22,30,30,30,43,54,64,56,52,52,52,53,..,..,42,45,50,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",UGA,Uganda,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2410,2122,2100,..,..,1678,2215,2215,2215,1221,1247,1246,1219,1324,1348,1399,1890,1672,2375,2400,2632,5028,5193,5511,5000,4500,3800,4700,5784,5698,5413,..,5743
I51,"Full-time equivalent telecommunication employees, total ",UKR,Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113000,123900,120000,120000,118000,131000,131200,128400,131387,128198,126196,125800,..,123400,..,..,..,..,..,..,..,..,..,74500
I51,"Full-time equivalent telecommunication employees, total ",ARE,United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4400,4400,4300,4297,4420,4400,4395,4151,4169,4159,4159,4377,4472,4524,4590,4780,5066,5305,5762,6624,8087,8207,8329,8951,9539,9809,10039,9832,..,10695,11759,11717,11337,10798,7961,7419,6254
I51,"Full-time equivalent telecommunication employees, total ",GBR,United Kingdom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,237700,228100,224900,229900,240100,246700,245882,245976,246700,241816,235178,234400,237200,244400,245700,226900,219000,182000,170000,153000,145000,142000,174250,182000,203000,207000,220000,236000,..,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",USA,United States,706000,..,..,..,..,735200,..,..,..,..,942100,..,..,..,..,966600,953200,957300,994800,1048200,1072200,1077300,1071800,1010300,953400,920700,883400,901900,901100,885900,913000,909200,885200,879000,961000,976000,997000,1060000,1108000,1180000,1263000,1302100,1186500,1082300,1034600,998700,1047600,1030600,1021400,965700,902900,873600,856800,854800,855800
I51,"Full-time equivalent telecommunication employees, total ",URY,Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7438,7993,..,8303,8400,8537,8716,8853,8664,8497,8133,7541,7260,7062,6587,6323,5905,5777,5809,5805,5504,5667,..,..,..,6189,6045,6005,6457,6619,6719,6724,7088,..,..
I51,"Full-time equivalent telecommunication employees, total ",UZB,Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23784,23224,21990,24590,25720,26830,29840,28090,26300,25840,24275,..,..,22800,21500,..,..,19251,..,..,..,17590,..,35300
I51,"Full-time equivalent telecommunication employees, total ",VUT,Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73,78,98,82,115,..,..,..,..,163,165,168,178,175,175,178,184,180,181,179,..,..,..,150,..,..,..,170,190,200,208,370,..
I51,"Full-time equivalent telecommunication employees, total ",VEN,Venezuela,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17000,17188,18600,18010,17360,16572,17056,17913,19456,19985,20037,22527,21595,19535,20523,16533,13325,13151,14769,20665,18643,14769,17185,17394,..,19579,19339,21891,22948,23208,23765,25878,25993,24586
I51,"Full-time equivalent telecommunication employees, total ",VNM,Viet Nam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42057,45000,48150,51520,55130,58990,63120,67540,72270,77330,82740,88530,94730,101360,97100,93020,89110,85370,81780,78350,75060,80000,90000,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",VIR,Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,475,466,..,528,..,435,435,433,424,409,397,432,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",YEM,Yemen,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1670,3124,3143,3241,3291,3351,3332,3565,3619,3730,4748,5277,5344,5408,..,..,..,..,10488,8855,8920,9532,..,..,..,..
I51,"Full-time equivalent telecommunication employees, total ",ZMB,Zambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3131,2356,2396,2411,2535,2627,2705,3380,3585,3737,3313,3244,3126,2830,3452,3260,3287,3347,3397,3111,3061,3041,2864,3172,..,..,..,..,..,..,2554,2514,2223,2072
I51,"Full-time equivalent telecommunication employees, total ",ZWE,Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4220,4350,4350,4480,4840,5040,4920,5211,5358,5488,5331,5593,5451,5259,4405,5059,4963,5172,5139,5392,5144,5497,6409,7100,7900,4609,4049,4060,4101,4694,4226,3106,..,2817,3304,3410,4144,4711,4945,5058
